전국,전국,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.34,0.00,0.00,0.00,0.00,0.03,0.01,0.74,0.08,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.02,-,-,0.00,0.00,0.06,0.00,1.52,0.02,0.08,0.01,0.00,0.01,4.40,0.06,0.00,0.00,0.17,0.01,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,서울 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.11,0.02,0.00,0.02,0.00,0.04,0.01,0.78,0.07,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.70,-,-,0.00,0.00,0.08,0.00,1.30,0.03,0.17,0.02,0.00,0.00,0.60,0.02,0.00,0.00,0.03,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
서울,강남구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.37,-,-,0.00,0.00,0.00,0.00,1.66,0.00,0.37,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,강동구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.64,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,-,-,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,강북구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,0.00,0.00,0.00,0.00,0.32,0.00,2.21,0.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,-,-,0.00,0.00,0.00,0.00,1.58,0.00,0.32,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,강서구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,0.17,0.00,0.84,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.18,-,-,0.00,0.00,0.00,0.00,1.18,0.17,0.34,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,관악구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.58,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.80,-,-,0.00,0.00,0.00,0.00,1.80,0.20,0.00,0.00,0.00,0.00,2.40,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,광진구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,0.00,0.00,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,구로구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.34,0.00,0.00,0.25,0.00,0.00,0.00,0.99,0.25,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.74,-,-,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
서울,금천구 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.86,-,-,0.00,0.00,0.00,0.00,2.14,0.00,0.43,0.00,0.00,0.00,1.71,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
