,구분,에볼라바이러스병,마버그열,라싸열,크리미안콩고출혈열,남아메리카출혈열,리프트밸리열,두창,페스트,탄저,보툴리눔독소증,야토병,신종감염병증후군,중증급성호흡기증후군(SARS),중동호흡기증후군(MERS),동물인플루엔자 인체감염증,신종인플루엔자,디프테리아,수두,홍역,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,백일해,유행성이하선염,풍진(2018년이전),풍진(선천성),풍진(후천성),폴리오,수막구균 감염증,b형헤모필루스인플루엔자,폐렴구균 감염증,한센병,성홍열,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,E형간염,파상풍,B형간염,일본뇌염,C형간염,말라리아,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,공수병,신증후군출혈열,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),황열,뎅기열,큐열,웨스트나일열,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군(SFTS),지카바이러스감염증
194,인천중구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.444687500000001,0.024375,0.0,0.0259375,0.0,0.050312499999999996,0.050312499999999996,1.3015625,0.050312499999999996,1.9781249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.073125,0.0,0.5806250000000001,0.0,0.0,0.0,0.0,0.04875,0.0,2.9303124999999994,0.1734375,0.17375000000000002,0.0,0.0,0.07468749999999999,0.175,0.0,0.0,0.0,0.0259375,0.0,0.0,0.04875,0.0,0.0,0.051875,0.0,0.0,0.0,0.0,0.0
195,전남강진군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.169375000000001,0.0,0.0,0.0,0.0,0.0875,0.26249999999999996,0.5231250000000001,0.344375,1.0425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.9856249999999993,0.0,0.0875,0.0875,0.0,0.0,10.245625000000002,0.173125,0.0,0.0,1.56,0.0,0.0,0.0,0.260625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,전남고흥군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9925000000000015,0.0,0.0,0.0,0.0,0.0471875,0.0,0.28625,0.285625,1.7590625000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758125,0.0,0.0,0.0478125,0.0,0.0478125,0.0,7.755625000000003,0.0,0.095625,0.0,0.0,0.0,9.935312499999998,0.095625,0.0,0.0,0.2390625,0.0,0.0,0.0,0.0471875,0.0,0.0,0.0,0.0,0.0,0.0471875,0.0
197,전남곡성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.531249999999999,0.0,0.0,0.106875,0.0,0.106875,0.2115625,0.1046875,0.106875,0.6346875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1046875,0.0,0.8393750000000002,0.0,0.0,0.0,0.0,0.1046875,0.0,1.9012500000000006,0.0,0.106875,0.0,0.0,0.1046875,6.854687499999999,0.1046875,0.0,0.0,0.953125,0.0,0.0,0.0,0.2115625,0.0,0.0,0.0,0.0,0.0,0.4275,0.0
198,전남광양시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.862187500000001,0.0,0.0,0.02,0.04,0.04,0.02,0.4396875,0.5800000000000001,2.2968749999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41875,0.0,0.0,0.0,0.02,0.06,0.0,1.4184375000000002,0.0,0.02,0.08,0.0,0.0,2.876875,0.02,0.0,0.0,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0
199,전남구례군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.259375,0.0,0.0,0.0,0.0,0.0,0.0,0.1165625,0.1165625,1.8553125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1165625,0.925625,0.0,0.0,0.0,0.0,0.0,0.0,2.997187500000001,0.0,0.114375,0.0,0.0,0.0,5.647812499999998,0.1165625,0.0,0.0,0.4596875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1165625,0.0
200,전남나주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.782499999999995,0.0275,0.0,0.0,0.0828125,0.0,0.19375,0.35625000000000007,0.1659375,2.9874999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,3.9118749999999984,0.0,0.0,0.0,0.0278125,0.1378125,0.0,2.0743750000000007,0.0278125,0.11,0.0,0.0,0.0,1.2740625,0.0,0.0275,0.0,0.220625,0.0275,0.0,0.0,0.083125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,전남담양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.444999999999999,0.0,0.0,0.0,0.066875,0.0,0.066875,0.400625,0.06625,1.5996875000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.06625,0.0,0.7312500000000002,0.0,0.0,0.0,0.0,0.06625,0.066875,0.8678125000000001,0.0,0.066875,0.0,0.0,0.0,4.526249999999998,0.26687500000000003,0.0,0.0,0.4675,0.0,0.0,0.0,0.133125,0.0,0.0,0.0,0.0,0.0,0.19968750000000002,0.0
202,전남목포시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.211874999999992,0.0134375,0.0,0.0,0.0,0.0675,0.09468750000000001,0.6084375,0.08093750000000001,5.763437499999999,0.0,0.0,0.0,0.0,0.0,0.0134375,0.080625,0.0,1.1693749999999996,0.0,0.0,0.0,0.0,0.0403125,0.0,4.149375,0.026875,0.0134375,0.026875,0.0,0.0,0.3768749999999999,0.0,0.0,0.0,0.05375,0.0,0.0,0.0,0.1215625,0.0,0.0,0.0,0.0,0.0134375,0.0,0.0
203,전남무안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.135937500000006,0.0384375,0.0,0.0,0.0,0.0,0.0384375,0.38343750000000004,0.0384375,3.6953125000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.076875,0.0,1.4090624999999997,0.0,0.0,0.0,0.0,0.1146875,0.0384375,5.4228125,0.0,0.0,0.0384375,0.0,0.0,1.9049999999999998,0.0,0.0,0.0,0.075625,0.0,0.0,0.0378125,0.1921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,전남보성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.600625000000003,0.0,0.0,0.0721875,0.0721875,0.0,0.148125,0.370625,0.0721875,2.4265624999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.148125,0.0,0.5090625000000001,0.0,0.0,0.0,0.0,0.0740625,0.0,1.4696874999999998,0.0,0.2221875,0.0740625,0.0,0.0,5.4143750000000015,0.3665625,0.0,0.0,0.36468750000000005,0.0740625,0.0,0.0,0.0740625,0.0,0.0,0.0,0.0,0.0,0.0721875,0.0
205,전남순천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.973437500000005,0.0225,0.0,0.01125,0.01125,0.0225,0.045,0.34781249999999997,0.03375,3.075625,0.0,0.0,0.01125,0.0,0.0,0.0,0.0225,0.0,1.2424999999999995,0.0,0.0,0.0,0.0225,0.11249999999999999,0.0,1.2746874999999998,0.01125,0.09,0.0225,0.0,0.01125,2.3384375,0.01125,0.0,0.0,0.22500000000000003,0.0225,0.0,0.0225,0.01125,0.0,0.01125,0.0,0.0,0.0,0.0225,0.0
206,전남신안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.300937499999999,0.0765625,0.0,0.075,0.0,0.0,0.0,0.61125,0.075,1.8909375000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0765625,0.0,0.7615624999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.688750000000006,0.0,0.0,0.0,0.0,0.0,2.8096875000000003,0.153125,0.0,0.0,0.0,0.0,0.0,0.0,0.0765625,0.0,0.0,0.0,0.0,0.0,0.15,0.0
207,전남여수시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.544062499999997,0.033125,0.0,0.032812499999999994,0.021875,0.021875,0.0,0.2534375,0.021875,2.0687499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.04375,0.0,1.5381250000000004,0.0,0.0,0.0,0.0109375,0.0878125,0.0,3.6350000000000007,0.0,0.04375,0.0553125,0.0,0.0,1.5175000000000005,0.065625,0.0,0.0,0.17531249999999995,0.0,0.0,0.0109375,0.032812499999999994,0.0,0.0109375,0.0,0.0,0.0,0.08812500000000001,0.0
208,전남영광군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.701562500000001,0.0,0.0,0.11531250000000001,0.0575,0.0,0.115625,0.4040625,0.115,1.6168750000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.1728125,0.0,1.5531250000000003,0.0,0.0,0.0,0.0575,0.0,0.0,2.8249999999999997,0.0,0.0,0.0,0.0,0.0,2.5915624999999998,0.0,0.0,0.0,0.17312500000000003,0.0,0.0,0.0,0.11531250000000001,0.0,0.0,0.0,0.0,0.0,0.0578125,0.0
209,전남영암군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.606250000000003,0.0,0.0,0.0,0.0571875,0.113125,0.114375,0.6290624999999999,0.5140625000000001,2.5618749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.22812500000000002,0.0,2.2165624999999993,0.0,0.0,0.0,0.0565625,0.1715625,0.0,3.6999999999999993,0.0,0.114375,0.0,0.0,0.0,1.9878124999999998,0.0,0.0,0.0,0.11375,0.0,0.0,0.0,0.2275,0.0,0.0,0.0,0.0,0.0,0.0571875,0.0
210,전남완도군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91875,0.0,0.0,0.120625,0.0,0.0,0.0,0.245,0.1225,2.490624999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.12156249999999999,0.0,1.2171875,0.0,0.0,0.0,0.0,0.12156249999999999,0.0,4.5015624999999995,0.0,0.06125,0.0,0.0,0.0,4.97375,0.06125,0.0,0.0,0.0,0.0,0.0,0.06125,0.365625,0.0,0.0,0.0,0.0,0.0,0.304375,0.0
211,전남장성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.975625000000003,0.2046875,0.0,0.0,0.0,0.0,0.0,0.6815625,0.40812499999999996,1.7709374999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.068125,0.0,0.749375,0.0,0.0,0.0,0.0,0.0,0.0,2.6581249999999996,0.068125,0.0,0.0,0.0,0.0,4.290625000000002,0.0,0.0,0.0,0.20406249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20437500000000003,0.0
212,전남장흥군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.366562500000008,0.0,0.0,0.0,0.0,0.0,0.239375,0.32125,0.07875,4.445312499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.07875,0.0,0.318125,0.0,0.0,0.0,0.0803125,0.160625,0.0,7.006249999999996,0.07875,0.0803125,0.0,0.0,0.0,3.400312499999999,0.0,0.0,0.0,0.5571875000000001,0.0,0.0,0.0,0.07875,0.0,0.0,0.0,0.0,0.0,0.0803125,0.0
213,전남진도군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.464687500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.201875,0.0,2.4109374999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.2996875,0.0,0.6009375,0.0,0.0,0.0,0.0,0.2003125,0.0,17.221562499999997,0.0,0.1009375,0.0,0.0,0.1009375,11.067187500000003,0.0,0.0,0.0,0.30125,0.0,0.0,0.0,0.3028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,전남함평군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.248124999999996,0.0,0.0,0.0,0.094375,0.0,0.094375,0.3775,0.373125,0.6540625,0.0,0.0,0.0,0.0,0.0,0.0,0.18875,0.0,0.74625,0.0,0.0,0.0,0.0,0.0,0.0,3.8365624999999994,0.0,0.094375,0.094375,0.0,0.0,3.7306250000000003,0.0921875,0.0,0.0,0.27875,0.0,0.0,0.0,0.4696875,0.0,0.0,0.0,0.0,0.0,0.27875,0.0
215,전남해남군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.257187500000004,0.0440625,0.0,0.0,0.0,0.0859375,0.0,0.351875,0.1309375,2.9984374999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.1309375,0.0,2.0393749999999997,0.0,0.0,0.0,0.0428125,0.0440625,0.0,6.187812500000001,0.0428125,0.0440625,0.088125,0.0,0.0428125,5.7771875,0.08687500000000001,0.0,0.0,0.43625,0.0440625,0.0,0.0,0.1296875,0.0,0.0,0.0,0.0,0.0,0.0440625,0.0440625
216,전남화순군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.013124999999995,0.0,0.0,0.0,0.0,0.098125,0.0,0.444375,0.6903125000000001,0.7815624999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.04875,0.0,0.8815624999999999,0.0,0.0,0.0,0.0,0.049375,0.04875,1.4715624999999997,0.0,0.04875,0.0,0.0,0.0,3.0365624999999996,0.04875,0.0,0.0,0.5428124999999999,0.0,0.0,0.0,0.098125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,전북고창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.579687500000002,0.0,0.0,0.053125,0.0,0.0,0.11125,0.7175,0.265625,1.5746875,0.0,0.0,0.0,0.0,0.0,0.0,0.273125,0.0,1.0321875,0.0,0.0,0.055625,0.053125,0.053125,0.0,1.9590624999999997,0.055625,0.11125,0.10875,0.0,0.0,4.1128125,0.11125,0.0,0.0,0.8746875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2175,0.0
218,전북군산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3275,0.0115625,0.0,0.0115625,0.023125,0.0,0.0115625,2.6246875000000003,0.034687499999999996,4.6712500000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.04625,0.0,4.855625000000003,0.0,0.0,0.0115625,0.0,0.06906250000000001,0.0,1.3318750000000001,0.0,0.06937499999999999,0.0,0.0,0.0,0.5393749999999999,0.0115625,0.0,0.0,0.069375,0.0115625,0.0,0.0,0.034687499999999996,0.0,0.0,0.0,0.0,0.0,0.0115625,0.0
219,전북김제시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9756250000000035,0.0,0.0,0.0,0.0,0.036875,0.0,1.0290625,0.14625,2.4928125000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.0,0.40124999999999994,0.0,0.0,0.0,0.036875,0.036875,0.0,2.5631250000000003,0.0,0.0,0.036875,0.0,0.0,2.6709375000000004,0.036875,0.0,0.0,0.14562499999999998,0.0,0.0,0.036875,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,전북남원시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.024999999999997,0.038125,0.0,0.0,0.0,0.0,0.11406249999999998,0.57125,0.0,1.9712499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.07593749999999999,0.0,4.116874999999999,0.0,0.0,0.0,0.0,0.0378125,0.0,1.3268749999999996,0.0378125,0.0,0.0,0.0,0.038125,3.331875,0.0,0.0,0.0,0.1890625,0.0,0.0,0.0,0.07625,0.0,0.0,0.0,0.0,0.0,0.07593749999999999,0.0
221,전북무주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.667500000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.9371875000000003,0.1278125,2.0337500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3821875,0.0,0.0,0.0,0.0,0.0,0.0,2.1665625,0.1265625,0.0,0.0,0.0,0.0,4.574375000000001,0.0,0.0,0.0,0.1265625,0.0,0.0,0.0,0.1278125,0.0,0.0,0.0,0.0,0.0,0.3834375,0.0
222,전북부안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462812500000001,0.0,0.0,0.113125,0.0,0.0,0.0,1.96375,0.0,1.49375,0.0,0.0,0.0,0.0,0.0,0.0,0.058125,0.0,1.5446875,0.0,0.0,0.058125,0.0565625,0.11625,0.0,1.495625,0.0,0.11625,0.058125,0.0,0.0,5.2778125000000005,0.2325,0.0,0.0,2.3065625,0.1146875,0.0,0.058125,0.0,0.0,0.0,0.0,0.0,0.0,0.11625,0.0
223,전북순창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.250937499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.7593749999999999,0.0,1.1821875,0.0,0.0,0.0,0.0,0.0,0.0,0.216875,0.0,0.85625,0.0,0.0,0.0,0.1084375,0.0,0.0,16.46875,0.0,0.0,0.0,0.0,0.0,5.9803125,0.10625,0.0,0.0,0.429375,0.0,0.0,0.0,0.2146875,0.0,0.0,0.0,0.0,0.0,0.1084375,0.0
224,전북완주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.495624999999999,0.0,0.0,0.0334375,0.0,0.0,0.0,1.6312500000000003,0.066875,3.2893749999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0334375,0.0,0.9237500000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.3978125000000001,0.0334375,0.1003125,0.0334375,0.0,0.0,3.6087499999999983,0.0,0.0,0.0,0.06625,0.066875,0.0,0.1003125,0.0334375,0.0,0.0,0.0,0.0,0.0,0.19812500000000002,0.0
225,전북익산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.917499999999997,0.0321875,0.0,0.010625,0.010625,0.0,0.0,1.761875,0.031875,3.4153125,0.0,0.0,0.0,0.0,0.0,0.0,0.13874999999999998,0.0,0.6496875000000001,0.0,0.0,0.0,0.0,0.11687499999999998,0.0,1.306875,0.010625,0.031875,0.0,0.0,0.0,1.0471875,0.0,0.0,0.0,0.074375,0.0,0.0,0.0,0.010625,0.0,0.0,0.0,0.0,0.0,0.010625,0.0
226,전북임실군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.366874999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.3684375,0.10375,3.035,0.0,0.0,0.0,0.0,0.0,0.0,0.10375,0.0,0.5275,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.1059375,0.0,0.0,0.0,0.0,4.5053125,0.0,0.0,0.0,0.7262500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9490625,0.0
227,전북장수군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.635937499999999,0.0,0.0,0.136875,0.0,0.0,0.0,0.8196874999999999,0.0,2.9962499999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.1353125,0.0,0.27375,0.0,0.0,0.0,0.0,0.0,0.0,1.3625,0.0,0.0,0.0,0.0,0.0,4.6171875,0.136875,0.410625,0.0,0.5459375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27375,0.0
228,전북전주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,전북전주시 덕진구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.428437499999994,0.0,0.0,0.020625,0.0,0.0,0.01,1.1056249999999999,0.051250000000000004,4.484375000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.050937500000000004,0.0,1.8265625,0.0,0.0,0.01,0.0,0.09249999999999999,0.0,0.6634375000000001,0.030625,0.010625,0.0,0.0,0.0,1.1275000000000002,0.030625,0.0,0.0,0.09312499999999999,0.020625,0.0,0.02,0.060625000000000005,0.0,0.0,0.0,0.0,0.0,0.02125,0.0
230,전북전주시 완산구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.691562499999998,0.0,0.0,0.0,0.017812500000000002,0.017812500000000002,0.0090625,1.0087499999999996,0.053750000000000006,2.8012499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.054062500000000006,0.0,1.6315624999999996,0.0,0.0,0.0090625,0.00875,0.018125,0.0,1.2028125,0.0,0.035937500000000004,0.0,0.0,0.0,0.5831249999999998,0.018125,0.0,0.0,0.052812500000000005,0.018125,0.0,0.053437500000000006,0.035937500000000004,0.0,0.0,0.0,0.0,0.0,0.017812500000000002,0.0
231,전북정읍시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.575937500000006,0.0,0.0,0.0,0.028125,0.0,0.0278125,1.1771874999999998,0.0278125,1.950624999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.028125,0.0,1.1099999999999999,0.0,0.0,0.0,0.05625,0.111875,0.0,1.3678124999999997,0.0278125,0.1403125,0.05625,0.0,0.0,3.5093750000000004,0.0559375,0.0,0.0,0.5034375000000001,0.0,0.0,0.0,0.0278125,0.0,0.0278125,0.0,0.0,0.0,0.05625,0.0
232,전북진안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.546250000000002,0.0,0.0,0.0,0.0,0.0,0.1209375,1.0871875,0.0,2.0459374999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48125000000000007,0.0,0.0,0.0,0.0,0.1209375,0.0,1.3228124999999997,0.0,0.0,0.0,0.0,0.0,6.974375,0.1209375,0.0,0.0,1.205625,0.0,0.0,0.0,0.1196875,0.0,0.0,0.0,0.0,0.0,0.3628125,0.0
233,제주남제주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,제주북제주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,제주서귀포시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2590625,0.0,0.0,0.0,0.0,0.0171875,0.08687500000000001,0.5337500000000001,0.12093750000000002,3.494062500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.2428125,0.0,0.8993750000000004,0.0,0.0,0.0,0.0,0.0690625,0.0,2.747187500000001,0.0,0.103125,0.0,0.0,0.034375,2.3359375,0.0,0.0,0.0,0.034375,0.0,0.0,0.10375000000000001,0.0,0.0,0.035,0.0,0.0,0.0171875,0.29343749999999996,0.0
236,제주제주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.787499999999998,0.0065625,0.0,0.0259375,0.013125,0.02625,0.12281249999999999,0.47000000000000003,0.0715625,3.2021875,0.0,0.0,0.0065625,0.0,0.0,0.0065625,0.21375,0.0,1.5468749999999996,0.0,0.0,0.0,0.0,0.0590625,0.0,1.5768749999999996,0.03875,0.1228125,0.0065625,0.0,0.0065625,0.5290625000000001,0.0065625,0.0,0.0,0.039375,0.0,0.0,0.013125,0.0065625,0.0,0.0,0.0,0.0,0.0,0.1034375,0.0
237,충남계룡시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771562499999995,0.0,0.0,0.0721875,0.0,0.07125,0.0,4.5365625000000005,0.0,4.375625000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1440625,0.0,2.7190625000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.3590625,0.0,0.0,0.0721875,0.0,0.0,1.1478125,0.0,0.0,0.0,0.07125,0.0,0.0,0.0721875,0.0,0.0,0.0,0.0,0.0,0.0,0.1434375,0.0
