,구분,에볼라바이러스병,마버그열,라싸열,크리미안콩고출혈열,남아메리카출혈열,리프트밸리열,두창,페스트,탄저,보툴리눔독소증,야토병,신종감염병증후군,중증급성호흡기증후군(SARS),중동호흡기증후군(MERS),동물인플루엔자 인체감염증,신종인플루엔자,디프테리아,수두,홍역,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,백일해,유행성이하선염,풍진(2018년이전),풍진(선천성),풍진(후천성),폴리오,수막구균 감염증,b형헤모필루스인플루엔자,폐렴구균 감염증,한센병,성홍열,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,E형간염,파상풍,B형간염,일본뇌염,C형간염,말라리아,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,공수병,신증후군출혈열,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),황열,뎅기열,큐열,웨스트나일열,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군(SFTS),지카바이러스감염증
238,충남공주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.193750000000003,0.0290625,0.0,0.0,0.0,0.0290625,0.0,4.376250000000001,0.0290625,5.435625000000003,0.0,0.0,0.0,0.0,0.0290625,0.0,0.0871875,0.0,1.0453125,0.0,0.0,0.0,0.058125,0.0290625,0.0290625,1.048125,0.0290625,0.0290625,0.0,0.0,0.0,3.368125000000001,0.1453125,0.0,0.0,0.3203125,0.0,0.0,0.0,0.0290625,0.0,0.0,0.0,0.0,0.0,0.34906249999999994,0.0
239,충남금산군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1803125,0.0,0.0,0.0,0.0,0.059375,0.0,8.4140625,0.17812499999999998,1.4093749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.29500000000000004,0.0,1.3512499999999998,0.0,0.0,0.0,0.0,0.0,0.0,6.184375000000001,0.0,0.059375,0.0,0.0,0.0,3.2865625000000005,0.0584375,0.0,0.0,0.059375,0.0,0.0,0.0,0.059375,0.0,0.0,0.0,0.0,0.0,0.2365625,0.0
240,충남논산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6274999999999995,0.0525,0.0,0.07718749999999999,0.0,0.0515625,0.07875,3.05375,0.02625,2.3912500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.0,0.9821875000000001,0.0,0.0,0.0,0.02625,0.02625,0.0,1.6903125,0.0,0.025625,0.0,0.0,0.0,3.6703125000000005,0.23312499999999997,0.0,0.0,0.310625,0.0,0.0,0.0,0.1809375,0.0,0.0,0.0,0.0,0.0,0.103125,0.0
241,충남당진시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5675,0.0,0.0,0.0,0.0,0.22406249999999997,0.01875,2.444999999999999,0.0371875,1.491875,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,1.7909375,0.0,0.0,0.0,0.0375,0.075,0.0,1.1934375000000002,0.0,0.11218750000000001,0.0746875,0.0,0.0,1.3621875000000003,0.01875,0.0,0.0,0.13093749999999998,0.0,0.0,0.01875,0.056249999999999994,0.0,0.0,0.0,0.0,0.0,0.0934375,0.0
242,충남보령시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.654999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.2121874999999998,0.0,1.0084375,0.0,0.0,0.0,0.0,0.0,0.0,0.09125,0.0,0.5493750000000001,0.0,0.0,0.0,0.0,0.06125,0.0,1.1012499999999998,0.030625,0.0,0.030625,0.0,0.0,2.0778125,0.030625,0.0,0.0,0.09156249999999999,0.0,0.0,0.0,0.030625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,충남부여군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.243749999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.6665624999999997,0.045625,2.4378125,0.0,0.0,0.0,0.0,0.0,0.0,0.045625,0.0,1.3812499999999992,0.0,0.0,0.0,0.091875,0.04625,0.0,1.1490624999999999,0.045625,0.045625,0.04625,0.0,0.0,4.8646875,0.36968750000000006,0.0,0.0,0.7815625,0.0,0.0,0.0,0.09125,0.0,0.0,0.0,0.0,0.0,0.27718750000000003,0.0
244,충남서산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.702187500000002,0.0,0.0,0.0,0.0178125,0.0,0.0,2.5137500000000013,0.05437499999999999,2.966875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.03625,0.0,1.4378124999999995,0.0,0.0,0.0,0.0,0.071875,0.0,0.8806249999999998,0.09,0.0540625,0.0540625,0.0,0.0,1.8209374999999999,0.0178125,0.0,0.0,0.21593750000000003,0.0359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03625,0.0
245,충남서천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535625,0.0,0.0,0.0,0.0,0.0,0.0,1.5778124999999998,0.1171875,3.025625000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.115625,0.0,1.6671874999999996,0.0,0.0,0.0,0.0,0.0571875,0.0,1.105625,0.0,0.0,0.115625,0.0,0.0,6.186875000000001,0.0571875,0.0,0.0,0.0584375,0.0,0.0,0.1171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0571875,0.0
246,충남아산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.982499999999996,0.0,0.0,0.02,0.0,0.01,0.06,2.4224999999999994,0.05,3.9637500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,1.8681249999999998,0.0,0.0,0.0,0.0,0.12999999999999998,0.0,1.1484375,0.05,0.02,0.0,0.0,0.0,1.9384375000000003,0.09999999999999999,0.0,0.0,0.12,0.0,0.0,0.01,0.07,0.0,0.01,0.0,0.0,0.0,0.060000000000000005,0.0
247,충남연기군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,충남예산군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4628125,0.0778125,0.0,0.0,0.0,0.039375,0.0784375,2.6275,0.0390625,2.0359374999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0784375,0.0,0.6659375000000001,0.0,0.0,0.0,0.11812500000000001,0.15718749999999998,0.039375,6.3412500000000005,0.0,0.1175,0.0,0.0,0.0,3.554375000000001,0.0,0.0,0.0,0.5084375,0.0390625,0.0,0.0,0.07875,0.0,0.0,0.0,0.0,0.0,0.15718749999999998,0.0
249,충남천안시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,충남천안시 동남구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.427812499999996,0.0,0.0,0.024375,0.0,0.0,0.0365625,2.3209374999999994,0.19375,2.7137499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.08531250000000001,0.0,1.2140625000000005,0.0,0.0,0.0,0.0,0.04875,0.0,1.5749999999999995,0.024375,0.085,0.0121875,0.0,0.0,0.7528125000000001,0.0728125,0.0,0.0,0.0728125,0.0,0.0,0.024375,0.10937500000000001,0.0,0.0121875,0.0,0.0,0.0,0.024375,0.0
251,충남천안시 서북구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.307500000000001,0.0,0.0,0.05625,0.01625,0.0325,0.0,2.1090625,0.056875,2.5375000000000005,0.0,0.0,0.0,0.0,0.008125,0.0,0.0325,0.008125,1.7756250000000005,0.0,0.0,0.0,0.0,0.0728125,0.0,1.0584375000000001,0.04,0.008125,0.0,0.0,0.0,0.251875,0.008125,0.0,0.0,0.0325,0.0,0.0,0.040625,0.10562499999999997,0.0,0.0,0.0,0.0,0.0,0.024375,0.0
252,충남청양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4059375,0.0,0.0,0.0,0.0,0.0,0.0,1.7518749999999998,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959375,0.0,1.2599999999999998,0.0975,0.0,0.0,0.0,0.0,5.0278125000000005,0.19343749999999998,0.0959375,0.0,0.67625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19343749999999998,0.0
253,충남태안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207187500000001,0.0,0.0,0.0,0.0,0.0,0.0,1.9221875000000008,0.0,1.7290625000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.09875,0.0,0.7903125,0.0,0.0,0.0,0.0,0.0,0.0,1.6321875000000006,0.0,0.0496875,0.0490625,0.0,0.0,3.9468750000000004,0.09875,0.0,0.0,0.24625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496875,0.0
254,충남홍성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.021875,0.0,0.0,0.0309375,0.0,0.0309375,0.1234375,2.604374999999999,0.0,3.4656249999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.12375,0.0,1.6065625000000003,0.0,0.0,0.0,0.0309375,0.0309375,0.061875,1.3621874999999999,0.0309375,0.0,0.0309375,0.0,0.0,3.1503124999999987,0.0309375,0.0,0.0,0.31,0.0,0.0,0.0309375,0.09281249999999999,0.0,0.0309375,0.0,0.0,0.0,0.09281249999999999,0.0
255,충북(구)청주시 상당구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,충북(구)청주시 흥덕구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,충북괴산군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9162499999999993,0.0,0.0,0.08,0.0,0.0,0.0,3.1924999999999994,0.0,1.118125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796875,0.0,1.4362499999999996,0.0796875,0.2396875,0.0,0.0,0.0,1.1184374999999998,0.15968749999999998,0.0,0.0,0.31906249999999997,0.0,0.0,0.0,0.0796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,충북단양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.185000000000001,0.1040625,0.0,0.0,0.0,0.0,0.1034375,0.5196875000000001,0.2084375,1.6587499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.20750000000000002,0.0,0.1040625,0.0,0.0,0.0,0.0,0.1040625,0.0,1.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.206875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134375,0.0
259,충북보은군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.03125,0.0,0.0,0.0,0.0,0.0,0.0,7.03375,0.0921875,1.5815625,0.0,0.0,0.0,0.0,0.0,0.0,0.371875,0.0,0.278125,0.0,0.0,0.0,0.0,0.0,0.0921875,1.3946874999999999,0.0,0.09375,0.0,0.0,0.0,1.11,0.09375,0.0,0.0,0.09375,0.0,0.0,0.0,0.1859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,충북영동군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9121875,0.0,0.0,0.0,0.0,0.0,0.0,4.759375,0.0625,1.3209375000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.6884375,0.0,0.0,0.0,0.0,0.0625,0.0,1.5162500000000003,0.0,0.0,0.0625,0.0,0.0,2.70875,0.0625,0.0,0.0,0.126875,0.0,0.0,0.0634375,0.0634375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,충북옥천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.174999999999999,0.0,0.0,0.0,0.0,0.0,0.1825,8.841249999999997,0.12125,2.309375000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0609375,0.0,0.4862499999999999,0.0,0.0,0.0,0.0,0.0609375,0.0,1.885,0.0,0.121875,0.0,0.0,0.0,3.4015625000000003,0.12125,0.0,0.0,0.5478124999999999,0.0,0.0,0.0,0.0609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,충북음성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.327500000000004,0.0,0.0,0.0325,0.0,0.0,0.0,3.2749999999999995,0.0328125,1.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.1303125,0.0,0.8753124999999999,0.0,0.0,0.0,0.0328125,0.163125,0.0,2.0887499999999997,0.0,0.1628125,0.0,0.0,0.0,0.325625,0.0,0.0,0.0,0.0978125,0.0,0.0,0.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0325,0.0
263,충북제천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.173125,0.0,0.0,0.04625,0.023125,0.0,0.0,0.9712499999999998,0.0,2.4437499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.04625,0.0,0.8287499999999997,0.0,0.0,0.0,0.0,0.023125,0.0,1.1771874999999998,0.023125,0.04625,0.0,0.0,0.0,0.1384375,0.04625,0.0,0.0,0.04625,0.023125,0.0,0.06937499999999999,0.04625,0.0,0.0,0.0,0.0,0.0,0.0925,0.0
264,충북증평군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1203125,0.0,0.0,0.0,0.0,0.0,0.0,3.179062500000001,0.0,2.6696875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4168749999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.4203125,0.083125,0.0,0.0,0.0,0.0,0.50125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3340625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,충북진천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.462812500000002,0.0,0.0,0.0,0.0,0.04125,0.0,4.251562499999999,0.0,1.922187499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.04125,0.0,0.8493749999999999,0.0,0.0,0.039375,0.039375,0.1590625,0.0,2.648437500000001,0.07875,0.0,0.0,0.0,0.0,0.4471875,0.04125,0.0,0.0,0.04125,0.0,0.0,0.0,0.11812500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,충북청원군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,충북청주시 상당구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.413437499999997,0.0178125,0.0,0.0178125,0.0,0.0,0.052500000000000005,1.5865625,0.0178125,2.0381250000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.123125,0.0,1.0159374999999997,0.0,0.0,0.0,0.0,0.088125,0.0,0.6393749999999999,0.0175,0.0703125,0.0,0.0,0.0,0.48250000000000004,0.0884375,0.0,0.0,0.0534375,0.0175,0.0,0.0,0.105625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,충북청주시 서원구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.160624999999998,0.0,0.0,0.0146875,0.0,0.0,0.03,1.5540624999999997,0.10312499999999998,2.7018749999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.07343749999999999,0.0,0.6384375,0.0,0.0,0.0,0.0,0.0603125,0.0146875,0.7343750000000001,0.045,0.104375,0.0,0.0,0.0,0.25125,0.03,0.0,0.0,0.07468749999999999,0.0,0.0,0.0,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0446875,0.0
269,충북청주시 청원구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.221250000000001,0.0,0.0,0.031875,0.0,0.0,0.0159375,1.9412500000000001,0.0159375,2.1684375000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0478125,0.0159375,1.6765625000000008,0.0,0.0,0.0,0.0159375,0.0,0.0,0.8128124999999999,0.031875,0.0796875,0.0,0.0,0.0,0.303125,0.031875,0.0,0.0,0.0478125,0.0,0.0,0.0159375,0.19124999999999998,0.0,0.0,0.0,0.0,0.0,0.0159375,0.0
270,충북청주시 흥덕구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.552187499999999,0.0,0.0,0.0,0.0121875,0.0365625,0.024375,2.373124999999999,0.1959375,2.279062499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0484375,0.0,1.0884375000000002,0.0,0.0,0.0121875,0.0,0.07343750000000002,0.0,0.7528125000000001,0.024375,0.09718750000000001,0.0365625,0.0,0.0,0.6493750000000001,0.0121875,0.0,0.0,0.08531250000000001,0.0,0.0,0.036875000000000005,0.09750000000000002,0.0,0.0,0.0,0.0,0.0,0.0121875,0.0
271,충북충주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.233437500000004,0.0,0.0,0.0296875,0.044375,0.0146875,0.029375,1.7362499999999998,0.10406249999999997,3.449375,0.0,0.0,0.0,0.0,0.0,0.0,0.11874999999999997,0.0,0.5359375,0.0,0.0,0.0,0.0,0.1040625,0.0146875,1.2340625000000003,0.0146875,0.059375,0.0,0.0,0.0,0.11937499999999998,0.0,0.0,0.0,0.03,0.0,0.0,0.044375,0.16343749999999999,0.0,0.0,0.0,0.0,0.0,0.045,0.0
